epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
254,1840.91,0.41793,0.15431,0.06724,0.29085,0.90177,0.99203,1,0.995,0.95266,0.99203,1,0.995,0.995,0.37097,0.08009,0.0139,0.21939,0.90533,0.00030485,0.00030485,0.00030485
255,1848.38,0.41081,0.17108,0.06393,0.28053,0.88327,0.99227,1,0.995,0.95711,0.99227,1,0.995,0.995,0.35677,0.05595,0.01173,0.21922,0.88987,0.0003013,0.0003013,0.0003013
256,1855.56,0.44861,0.24244,0.07022,0.30428,0.92298,1,1,0.995,0.9858,1,1,0.995,0.995,0.30257,0.04153,0.00783,0.21799,0.85487,0.000297763,0.000297763,0.000297763
257,1862.88,0.44489,0.17559,0.07483,0.29748,0.8996,1,1,0.995,0.9858,1,1,0.995,0.995,0.30097,0.04897,0.00675,0.22092,0.86585,0.000294239,0.000294239,0.000294239
258,1870.26,0.44142,0.19754,0.06892,0.29461,0.89838,1,1,0.995,0.9858,1,1,0.995,0.995,0.31765,0.05275,0.00654,0.22413,0.87589,0.000290728,0.000290728,0.000290728
259,1877.44,0.43134,0.1869,0.07291,0.28638,0.90128,0.99223,1,0.995,0.98483,0.99223,1,0.995,0.995,0.25296,0.04588,0.00645,0.20551,0.83778,0.00028723,0.00028723,0.00028723
260,1884.64,0.39658,0.13981,0.0574,0.2687,0.86904,1,1,0.995,0.995,1,1,0.995,0.995,0.24813,0.03924,0.00645,0.18916,0.83459,0.000283746,0.000283746,0.000283746
261,1891.73,0.38996,0.11924,0.04825,0.26925,0.88298,1,1,0.995,0.96662,1,1,0.995,0.995,0.29339,0.05022,0.00703,0.18976,0.85258,0.000280275,0.000280275,0.000280275
262,1898.78,0.39897,0.17478,0.06957,0.2736,0.89441,0.9923,1,0.995,0.96381,0.9923,1,0.995,0.995,0.29033,0.04313,0.00761,0.1904,0.86005,0.000276818,0.000276818,0.000276818
263,1905.77,0.38341,0.13351,0.05746,0.27863,0.88443,1,1,0.995,0.995,1,1,0.995,0.995,0.26894,0.04679,0.00693,0.19898,0.84667,0.000273375,0.000273375,0.000273375
